0	0.100126	0.099652
0	0.100179	0.200202
0	0.099755	0.300127
0	0.099926	0.400372
0	0.100101	0.500351
0	0.099795	0.600043
0	0.100068	0.700255
0	0.099805	0.800380
0	0.100022	0.899807
0	0.100126	0.099652
0	0.100179	0.200202
0	0.099755	0.300127
0	0.099926	0.400372
0	0.100101	0.500351
0	0.099795	0.600043
0	0.100068	0.700255
0	0.099805	0.800380
0	0.100022	0.899807
0	0.100126	0.099652
0	0.100179	0.200202
0	0.099755	0.300127
0	0.099926	0.400372
0	0.100101	0.500351
0	0.099795	0.600043
0	0.100068	0.700255
0	0.099805	0.800380
0	0.100022	0.899807
