0.837430	0.062573	0.007982	0.851209	0.048760	0.007958
0.851209	0.048760	0.007958	0.861336	0.038404	0.008347
0.861336	0.038404	0.008347	0.869049	0.030506	0.009011
0.869049	0.030506	0.009011	0.874686	0.024406	0.009921
0.874686	0.024406	0.009921	0.878884	0.019685	0.011039
0.878884	0.019685	0.011039	0.881786	0.015999	0.012402
0.881786	0.015999	0.012402	0.883674	0.013166	0.014019
0.883674	0.013166	0.014019	0.884796	0.010925	0.015897
0.672356	0.127446	0.035872	0.687350	0.111564	0.038724
0.687350	0.111564	0.038724	0.699357	0.098232	0.043237
0.699357	0.098232	0.043237	0.708742	0.086912	0.049100
0.708742	0.086912	0.049100	0.715764	0.077204	0.056195
0.715764	0.077204	0.056195	0.720360	0.068954	0.064561
0.720360	0.068954	0.064561	0.722781	0.062012	0.074159
0.722781	0.062012	0.074159	0.723045	0.056105	0.085123
0.723045	0.056105	0.085123	0.721294	0.051067	0.097419
0.513752	0.185575	0.087952	0.520096	0.177154	0.099411
0.520096	0.177154	0.099411	0.525097	0.168662	0.113936
0.525097	0.168662	0.113936	0.528685	0.160301	0.130621
0.528685	0.160301	0.130621	0.530537	0.152272	0.149186
0.530537	0.152272	0.149186	0.530124	0.144707	0.169637
0.530124	0.144707	0.169637	0.527624	0.137691	0.191528
0.527624	0.137691	0.191528	0.523140	0.131163	0.214728
0.523140	0.131163	0.214728	0.516483	0.125145	0.239186
0.369648	0.229281	0.165789	0.363585	0.231836	0.191074
0.363585	0.231836	0.191074	0.358298	0.231888	0.218604
0.358298	0.231888	0.218604	0.353024	0.230036	0.247225
0.353024	0.230036	0.247225	0.347428	0.227211	0.275946
0.347428	0.227211	0.275946	0.341186	0.223393	0.304587
0.341186	0.223393	0.304587	0.334261	0.219085	0.332750
0.334261	0.219085	0.332750	0.326541	0.214573	0.360219
0.326541	0.214573	0.360219	0.318043	0.209846	0.386884
0.246703	0.251866	0.268539	0.230887	0.263302	0.308859
0.230887	0.263302	0.308859	0.217650	0.270523	0.347543
0.217650	0.270523	0.347543	0.206291	0.274594	0.383062
0.206291	0.274594	0.383062	0.196163	0.276493	0.415157
0.196163	0.276493	0.415157	0.187064	0.276779	0.443859
0.187064	0.276779	0.443859	0.178718	0.275867	0.469496
0.178718	0.275867	0.469496	0.170978	0.274015	0.492509
0.170978	0.274015	0.492509	0.163717	0.271722	0.513109
0.149102	0.249537	0.392416	0.130062	0.264626	0.443718
0.130062	0.264626	0.443718	0.114948	0.274379	0.486976
0.114948	0.274379	0.486976	0.102833	0.280813	0.522015
0.102833	0.280813	0.522015	0.092852	0.284708	0.550296
0.092852	0.284708	0.550296	0.084640	0.286937	0.573036
0.084640	0.286937	0.573036	0.077781	0.287899	0.591541
0.077781	0.287899	0.591541	0.071906	0.288115	0.606700
0.071906	0.288115	0.606700	0.066981	0.287809	0.619138
0.077712	0.221203	0.533249	0.061886	0.234082	0.587314
0.061886	0.234082	0.587314	0.050177	0.242251	0.626972
0.050177	0.242251	0.626972	0.041422	0.247576	0.655214
0.041422	0.247576	0.655214	0.034791	0.250851	0.675362
0.034791	0.250851	0.675362	0.029651	0.252959	0.689867
0.029651	0.252959	0.689867	0.025624	0.254159	0.700535
0.025624	0.254159	0.700535	0.022429	0.254893	0.708412
0.022429	0.254893	0.708412	0.019892	0.255238	0.714396
0.031445	0.167932	0.684930	0.022369	0.175425	0.731133
0.022369	0.175425	0.731133	0.016274	0.179887	0.760348
0.016274	0.179887	0.760348	0.012096	0.182484	0.778546
0.012096	0.182484	0.778546	0.009172	0.184143	0.789890
0.009172	0.184143	0.789890	0.007101	0.185123	0.797095
0.007101	0.185123	0.797095	0.005624	0.185708	0.801732
0.005624	0.185708	0.801732	0.004519	0.186118	0.804794
0.004519	0.186118	0.804794	0.003700	0.186412	0.806817
0.007053	0.092731	0.842282	0.004388	0.094902	0.869786
0.004388	0.094902	0.869786	0.002800	0.096087	0.884632
0.002800	0.096087	0.884632	0.001827	0.096714	0.892624
0.001827	0.096714	0.892624	0.001216	0.097056	0.896903
0.001216	0.097056	0.896903	0.000830	0.097235	0.899267
0.000830	0.097235	0.899267	0.000575	0.097356	0.900563
0.000575	0.097356	0.900563	0.000403	0.097319	0.901411
0.000403	0.097319	0.901411	0.000290	0.097344	0.901856
