0.100126	0.099652	0.061777	0.097043
0.061777	0.097043	0.045727	0.094413
0.045727	0.094413	0.036108	0.093234
0.036108	0.093234	0.030973	0.093056
0.030973	0.093056	0.028259	0.092746
0.028259	0.092746	0.027523	0.093654
0.027523	0.093654	0.028437	0.093529
0.028437	0.093529	0.030570	0.094993
0.030570	0.094993	0.033801	0.097694
0.033801	0.097694	0.037722	0.099881
0.037722	0.099881	0.042861	0.102898
0.042861	0.102898	0.048645	0.106850
0.048645	0.106850	0.055150	0.111902
0.055150	0.111902	0.062947	0.117775
0.062947	0.117775	0.070866	0.123737
0.070866	0.123737	0.079282	0.129948
0.079282	0.129948	0.088787	0.136477
0.088787	0.136477	0.098995	0.145301
0.098995	0.145301	0.110055	0.154340
0.110055	0.154340	0.121236	0.163838
0.121236	0.163838	0.133341	0.173996
0.133341	0.173996	0.146147	0.184576
0.146147	0.184576	0.159262	0.195637
0.159262	0.195637	0.172850	0.207687
0.172850	0.207687	0.186952	0.220225
0.186952	0.220225	0.201351	0.232812
0.201351	0.232812	0.216024	0.245782
0.216024	0.245782	0.230952	0.259227
0.230952	0.259227	0.247020	0.273603
0.247020	0.273603	0.263171	0.288669
0.263171	0.288669	0.280221	0.304314
0.280221	0.304314	0.296659	0.319392
0.296659	0.319392	0.313558	0.335349
0.313558	0.335349	0.330853	0.351127
0.330853	0.351127	0.348522	0.367302
0.348522	0.367302	0.366528	0.384016
0.366528	0.384016	0.384328	0.400737
0.384328	0.400737	0.401664	0.416821
0.401664	0.416821	0.419730	0.433897
0.419730	0.433897	0.437857	0.451212
0.437857	0.451212	0.455710	0.468153
0.455710	0.468153	0.473008	0.484535
0.473008	0.484535	0.490057	0.500817
0.490057	0.500817	0.507789	0.517715
0.507789	0.517715	0.525276	0.534438
0.525276	0.534438	0.543205	0.551697
0.543205	0.551697	0.560283	0.568224
0.560283	0.568224	0.577075	0.584304
0.577075	0.584304	0.593888	0.600562
0.593888	0.600562	0.609881	0.616042
0.609881	0.616042	0.625584	0.631238
0.625584	0.631238	0.640928	0.645895
0.640928	0.645895	0.656335	0.660906
0.656335	0.660906	0.671186	0.675407
0.671186	0.675407	0.685875	0.689820
0.685875	0.689820	0.700025	0.703524
0.700025	0.703524	0.713577	0.716743
0.713577	0.716743	0.727118	0.730005
0.727118	0.730005	0.739991	0.742580
0.739991	0.742580	0.752628	0.754929
0.752628	0.754929	0.764922	0.766980
0.764922	0.766980	0.776350	0.778232
0.776350	0.778232	0.787997	0.789703
0.787997	0.789703	0.798768	0.800237
0.798768	0.800237	0.809456	0.810774
0.809456	0.810774	0.819761	0.820880
0.819761	0.820880	0.829869	0.830871
0.829869	0.830871	0.839519	0.840401
0.839519	0.840401	0.849165	0.849939
0.849165	0.849939	0.858195	0.858957
0.858195	0.858957	0.866555	0.867147
0.866555	0.867147	0.874659	0.875230
0.874659	0.875230	0.882155	0.882674
0.882155	0.882674	0.888934	0.889352
0.888934	0.889352	0.895703	0.896083
0.895703	0.896083	0.902367	0.902753
0.902367	0.902753	0.908632	0.908885
0.908632	0.908885	0.914721	0.914895
0.914721	0.914895	0.920229	0.920290
0.920229	0.920290	0.925536	0.925465
0.925536	0.925465	0.930190	0.930103
0.930190	0.930103	0.934820	0.934677
0.934820	0.934677	0.939163	0.938883
0.939163	0.938883	0.943230	0.942799
0.943230	0.942799	0.947327	0.946851
0.947327	0.946851	0.950685	0.950195
0.950685	0.950195	0.954046	0.953546
0.954046	0.953546	0.957202	0.956676
0.957202	0.956676	0.960165	0.959648
0.960165	0.959648	0.963006	0.962387
0.963006	0.962387	0.965571	0.964979
0.965571	0.964979	0.968123	0.967464
0.968123	0.967464	0.970411	0.969696
0.970411	0.969696	0.972468	0.971662
0.972468	0.971662	0.974489	0.973618
0.974489	0.973618	0.976462	0.975631
0.976462	0.975631	0.978156	0.977319
0.978156	0.977319	0.979770	0.978931
0.979770	0.978931	0.981404	0.980614
0.981404	0.980614	0.982806	0.981932
0.982806	0.981932	0.983887	0.983002
0.983887	0.983002	0.985021	0.984107
0.985021	0.984107	0.986087	0.985179
0.986087	0.985179	0.986988	0.986164
0.986988	0.986164	0.987830	0.986957
0.987830	0.986957	0.988688	0.987758
0.988688	0.987758	0.989307	0.988326
0.989307	0.988326	0.990079	0.989088
0.990079	0.989088	0.990759	0.989782
0.990759	0.989782	0.991477	0.990461
0.991477	0.990461	0.992062	0.991013
0.992062	0.991013	0.992593	0.991523
0.992593	0.991523	0.993116	0.992025
0.993116	0.992025	0.993560	0.992515
0.993560	0.992515	0.993971	0.992888
0.993971	0.992888	0.994217	0.993081
0.994217	0.993081	0.994682	0.993512
0.994682	0.993512	0.995029	0.993821
0.995029	0.993821	0.995380	0.994073
0.995380	0.994073	0.995702	0.994292
0.995702	0.994292	0.995976	0.994539
0.995976	0.994539	0.996241	0.994749
0.996241	0.994749	0.996486	0.994964
0.996486	0.994964	0.996707	0.995126
0.996707	0.995126	0.996902	0.995348
0.996902	0.995348	0.997074	0.995464
0.997074	0.995464	0.997256	0.995672
0.997256	0.995672	0.997382	0.995837
0.997382	0.995837	0.997498	0.995916
0.997498	0.995916	0.997639	0.996013
0.997639	0.996013	0.997763	0.996100
0.997763	0.996100	0.997909	0.996177
0.997909	0.996177	0.998027	0.996256
0.998027	0.996256	0.998132	0.996373
0.998132	0.996373	0.998290	0.996440
0.998290	0.996440	0.998434	0.996537
0.998434	0.996537	0.998563	0.996611
0.998563	0.996611	0.998684	0.996724
0.998684	0.996724	0.998853	0.996893
0.998853	0.996893	0.998944	0.996961
0.998944	0.996961	0.999045	0.996982
0.999045	0.996982	0.999118	0.997039
0.999118	0.997039	0.999210	0.996987
0.999210	0.996987	0.999328	0.997093
0.999328	0.997093	0.999401	0.997200
0.999401	0.997200	0.999457	0.997271
0.999457	0.997271	0.999487	0.997273
0.999487	0.997273	0.999564	0.997319
0.999564	0.997319	0.999576	0.997304
0.999576	0.997304	0.999644	0.997295
0.999644	0.997295	0.999679	0.997302
0.999679	0.997302	0.999702	0.997195
0.999702	0.997195	0.999696	0.997149
0.999696	0.997149	0.999730	0.997104
0.999730	0.997104	0.999734	0.997138
0.999734	0.997138	0.999749	0.997110
0.999749	0.997110	0.999771	0.997146
0.999771	0.997146	0.999803	0.997170
0.999803	0.997170	0.999841	0.997187
0.999841	0.997187	0.999860	0.997071
0.999860	0.997071	0.999880	0.997071
0.999880	0.997071	0.999893	0.997000
0.999893	0.997000	0.999924	0.996961
0.999924	0.996961	0.999945	0.997014
0.999945	0.997014	0.999972	0.997038
0.999972	0.997038	0.999982	0.997044
0.999982	0.997044	0.999989	0.997020
0.999989	0.997020	0.999995	0.996937
0.999995	0.996937	0.999998	0.996884
0.999998	0.996884	1.000000	0.996853
1.000000	0.996853	1.000000	0.996786
1.000000	0.996786	1.000000	0.996686
1.000000	0.996686	1.000000	0.996622
1.000000	0.996622	1.000000	0.996497
1.000000	0.996497	1.000000	0.996493
1.000000	0.996493	1.000000	0.996485
1.000000	0.996485	1.000000	0.996511
1.000000	0.996511	1.000000	0.996475
1.000000	0.996475	1.000000	0.996335
1.000000	0.996335	1.000000	0.996343
1.000000	0.996343	1.000000	0.996333
1.000000	0.996333	1.000000	0.996338
1.000000	0.996338	1.000000	0.996249
