0	0.299422	0.100076	0.100000
10	0.286434	0.105330	0.100000
20	0.243294	0.127765	0.100000
30	0.241299	0.170168	0.100000
40	0.287593	0.240247	0.100000
50	0.372240	0.335524	0.100000
60	0.483405	0.450186	0.100000
70	0.603250	0.570408	0.100000
80	0.719482	0.685752	0.100000
90	0.817644	0.782898	0.100000
100	0.890468	0.854749	0.100000
110	0.939424	0.903505	0.100000
120	0.968952	0.933819	0.100000
130	0.985478	0.949655	0.100000
140	0.993843	0.958451	0.100000
150	0.997455	0.961705	0.100000
160	0.998984	0.963395	0.100000
170	0.999630	0.964242	0.100000
180	0.999803	0.964309	0.100000
190	0.999927	0.964800	0.100000
200	0.999981	0.964362	0.100000
210	0.999959	0.965047	0.100000
220	0.999993	0.965350	0.100000
230	0.999989	0.965292	0.100000
240	0.999996	0.964989	0.100000
250	0.999997	0.964285	0.100000
260	1.000000	0.964208	0.100000
270	1.000000	0.964402	0.100000
280	1.000000	0.964637	0.100000
290	1.000000	0.964387	0.100000
300	1.000000	0.964046	0.100000
310	1.000000	0.963889	0.100000
320	1.000000	0.964145	0.100000
330	1.000000	0.964074	0.100000
340	1.000000	0.963957	0.100000
350	1.000000	0.963667	0.100000
360	1.000000	0.963177	0.100000
370	1.000000	0.963050	0.100000
380	1.000000	0.962888	0.100000
390	1.000000	0.963310	0.100000
400	1.000000	0.963394	0.100000
410	1.000000	0.963376	0.100000
420	1.000000	0.963120	0.100000
430	1.000000	0.962579	0.100000
440	1.000000	0.962542	0.100000
450	1.000000	0.962274	0.100000
460	1.000000	0.962357	0.100000
470	1.000000	0.962753	0.100000
480	1.000000	0.962836	0.100000
490	1.000000	0.962488	0.100000
500	1.000000	0.962007	0.100000
510	1.000000	0.961990	0.100000
520	1.000000	0.961907	0.100000
530	1.000000	0.961545	0.100000
540	1.000000	0.962024	0.100000
550	1.000000	0.962027	0.100000
560	1.000000	0.962089	0.100000
570	1.000000	0.962774	0.100000
580	1.000000	0.962960	0.100000
590	1.000000	0.962434	0.100000
600	1.000000	0.963087	0.100000
610	1.000000	0.963058	0.100000
620	1.000000	0.962946	0.100000
630	1.000000	0.962874	0.100000
640	1.000000	0.962545	0.100000
650	1.000000	0.962889	0.100000
660	1.000000	0.963177	0.100000
670	1.000000	0.962635	0.100000
680	1.000000	0.963475	0.100000
690	1.000000	0.963287	0.100000
700	1.000000	0.963211	0.100000
710	1.000000	0.962935	0.100000
720	1.000000	0.962651	0.100000
730	1.000000	0.962461	0.100000
740	1.000000	0.962760	0.100000
750	1.000000	0.962651	0.100000
760	1.000000	0.962704	0.100000
770	1.000000	0.962722	0.100000
780	1.000000	0.962645	0.100000
790	1.000000	0.962091	0.100000
800	1.000000	0.962085	0.100000
810	1.000000	0.962016	0.100000
820	1.000000	0.962476	0.100000
830	1.000000	0.962011	0.100000
840	1.000000	0.961822	0.100000
850	1.000000	0.961170	0.100000
860	1.000000	0.961015	0.100000
870	1.000000	0.960282	0.100000
880	1.000000	0.959800	0.100000
890	1.000000	0.959784	0.100000
900	1.000000	0.959889	0.100000
910	1.000000	0.959404	0.100000
920	1.000000	0.959271	0.100000
930	1.000000	0.959162	0.100000
940	1.000000	0.958255	0.100000
950	1.000000	0.957779	0.100000
960	1.000000	0.957440	0.100000
970	1.000000	0.957863	0.100000
980	1.000000	0.958156	0.100000
990	1.000000	0.958208	0.100000
1000	1.000000	0.958262	0.100000
1010	1.000000	0.958330	0.100000
1020	1.000000	0.957869	0.100000
1030	1.000000	0.957502	0.100000
1040	1.000000	0.957326	0.100000
1050	1.000000	0.957533	0.100000
1060	1.000000	0.956780	0.100000
1070	1.000000	0.956297	0.100000
1080	1.000000	0.956546	0.100000
1090	1.000000	0.957227	0.100000
1100	1.000000	0.956552	0.100000
1110	1.000000	0.956868	0.100000
1120	1.000000	0.956354	0.100000
1130	1.000000	0.956586	0.100000
1140	1.000000	0.957046	0.100000
1150	1.000000	0.957066	0.100000
1160	1.000000	0.957083	0.100000
1170	1.000000	0.956716	0.100000
1180	1.000000	0.956666	0.100000
1190	1.000000	0.956193	0.100000
1200	1.000000	0.956262	0.100000
1210	1.000000	0.955751	0.100000
1220	1.000000	0.955766	0.100000
1230	1.000000	0.955473	0.100000
1240	1.000000	0.955486	0.100000
1250	1.000000	0.955290	0.100000
1260	1.000000	0.955379	0.100000
1270	1.000000	0.954884	0.100000
1280	1.000000	0.954825	0.100000
1290	1.000000	0.954835	0.100000
1300	1.000000	0.955152	0.100000
