0	0.100126	0.099652
10	0.050373	0.093868
20	0.030621	0.089658
30	0.023854	0.086788
40	0.022738	0.084447
50	0.024722	0.083424
60	0.028393	0.083227
70	0.033003	0.084828
80	0.039066	0.087219
90	0.046482	0.090615
100	0.055325	0.096532
110	0.064914	0.103236
120	0.076010	0.111324
130	0.087892	0.119787
140	0.101559	0.130541
150	0.115248	0.142124
160	0.129663	0.154123
170	0.145987	0.168071
180	0.162436	0.182249
190	0.179649	0.197439
200	0.198782	0.214635
210	0.218974	0.233313
220	0.239328	0.252560
230	0.260806	0.272999
240	0.281941	0.292678
250	0.304130	0.313786
260	0.327737	0.336692
270	0.350832	0.358629
280	0.374148	0.380649
290	0.397885	0.403638
300	0.421067	0.426092
310	0.444648	0.449085
320	0.468093	0.471940
330	0.491874	0.495186
340	0.515862	0.518903
350	0.538936	0.541954
360	0.561577	0.564315
370	0.583169	0.585850
380	0.604868	0.607229
390	0.625838	0.627881
400	0.645342	0.647281
410	0.665254	0.666754
420	0.684038	0.685352
430	0.702109	0.703212
440	0.719109	0.720129
450	0.735936	0.736766
460	0.752957	0.753802
470	0.768406	0.769116
480	0.783532	0.784230
490	0.797420	0.798084
500	0.810882	0.811560
510	0.824030	0.824663
520	0.835700	0.836310
530	0.847298	0.847728
540	0.858916	0.859241
550	0.869606	0.869880
560	0.879524	0.879689
570	0.889321	0.889444
580	0.897523	0.897641
590	0.906101	0.906162
600	0.913342	0.913394
610	0.920656	0.920691
620	0.927206	0.927240
630	0.933668	0.933699
640	0.938879	0.938905
650	0.944573	0.944580
660	0.949779	0.949791
670	0.953996	0.953998
680	0.957790	0.957790
690	0.961431	0.961431
700	0.964384	0.964384
710	0.967689	0.967689
720	0.970736	0.970736
730	0.973327	0.973327
740	0.975959	0.975959
750	0.978576	0.978576
760	0.980891	0.980891
770	0.982822	0.982822
780	0.984346	0.984346
790	0.986177	0.986177
800	0.987845	0.987845
810	0.989464	0.989464
820	0.990770	0.990770
830	0.992277	0.992277
840	0.993526	0.993526
850	0.994395	0.994395
860	0.995286	0.995286
870	0.995815	0.995815
880	0.996308	0.996308
890	0.996792	0.996792
900	0.997152	0.997152
910	0.997556	0.997556
920	0.997886	0.997886
930	0.998247	0.998247
940	0.998530	0.998530
950	0.998790	0.998790
960	0.998911	0.998911
970	0.999159	0.999159
980	0.999315	0.999315
990	0.999466	0.999466
1000	0.999564	0.999564
1010	0.999672	0.999672
1020	0.999803	0.999803
