0.299422	0.100076	0.128941	0.097262
0.128941	0.097262	0.074360	0.095171
0.074360	0.095171	0.057231	0.091629
0.057231	0.091629	0.053581	0.090593
0.053581	0.090593	0.055711	0.089704
0.055711	0.089704	0.059029	0.088538
0.059029	0.088538	0.061466	0.086267
0.061466	0.086267	0.062325	0.083282
0.062325	0.083282	0.063010	0.080901
0.063010	0.080901	0.061838	0.077615
0.061838	0.077615	0.060545	0.073991
0.060545	0.073991	0.059465	0.070735
0.059465	0.070735	0.056997	0.066892
0.056997	0.066892	0.054511	0.063647
0.054511	0.063647	0.050829	0.059468
0.050829	0.059468	0.047754	0.056020
0.047754	0.056020	0.044736	0.052487
0.044736	0.052487	0.041815	0.049367
0.041815	0.049367	0.039454	0.046883
0.039454	0.046883	0.036382	0.043693
0.036382	0.043693	0.033502	0.040546
0.033502	0.040546	0.031503	0.038175
0.031503	0.038175	0.029824	0.036249
0.029824	0.036249	0.027782	0.034216
0.027782	0.034216	0.026050	0.032316
0.026050	0.032316	0.024258	0.030359
0.024258	0.030359	0.022730	0.028739
0.022730	0.028739	0.021347	0.027082
0.021347	0.027082	0.019859	0.025319
0.019859	0.025319	0.018721	0.024315
0.018721	0.024315	0.017235	0.022542
0.017235	0.022542	0.015935	0.021400
0.015935	0.021400	0.014912	0.020262
0.014912	0.020262	0.013750	0.019195
0.013750	0.019195	0.013114	0.018979
0.013114	0.018979	0.012217	0.018103
0.012217	0.018103	0.011258	0.016695
0.011258	0.016695	0.010345	0.015762
0.010345	0.015762	0.009569	0.015207
0.009569	0.015207	0.008814	0.014404
0.008814	0.014404	0.008098	0.013502
0.008098	0.013502	0.007558	0.012699
0.007558	0.012699	0.006922	0.011915
0.006922	0.011915	0.006493	0.011523
0.006493	0.011523	0.006191	0.011207
0.006191	0.011207	0.005712	0.010710
0.005712	0.010710	0.005147	0.009962
0.005147	0.009962	0.004827	0.009699
0.004827	0.009699	0.004429	0.009099
0.004429	0.009099	0.004040	0.008828
0.004040	0.008828	0.003775	0.008479
