0	0.810213	0.089661	0.090135	0.009991	0.100000
10	0.865159	0.074575	0.053633	0.006633	0.100000
20	0.899991	0.058216	0.036368	0.005425	0.100000
30	0.925403	0.045924	0.023971	0.004702	0.100000
40	0.943898	0.036383	0.015485	0.004234	0.100000
50	0.957225	0.028819	0.010108	0.003848	0.100000
60	0.967741	0.022643	0.006172	0.003444	0.100000
70	0.975369	0.017719	0.003855	0.003057	0.100000
80	0.980630	0.014158	0.002419	0.002793	0.100000
90	0.984733	0.011195	0.001474	0.002598	0.100000
0	0.720429	0.179515	0.079911	0.020145	0.200000
10	0.778309	0.148987	0.057251	0.015453	0.200000
20	0.823612	0.117395	0.044285	0.014708	0.200000
30	0.860033	0.093049	0.032679	0.014239	0.200000
40	0.890016	0.072828	0.023720	0.013436	0.200000
50	0.912495	0.057408	0.016996	0.013101	0.200000
60	0.930211	0.045443	0.011679	0.012667	0.200000
70	0.944124	0.035812	0.007911	0.012153	0.200000
80	0.954718	0.028069	0.005389	0.011824	0.200000
90	0.963293	0.021718	0.003628	0.011361	0.200000
0	0.629323	0.270503	0.070197	0.029977	0.300000
10	0.686009	0.227034	0.058737	0.028220	0.300000
20	0.738499	0.179129	0.051614	0.030758	0.300000
30	0.783205	0.141612	0.042934	0.032249	0.300000
40	0.819738	0.111943	0.034601	0.033718	0.300000
50	0.850940	0.088017	0.026893	0.034150	0.300000
60	0.875426	0.069645	0.020432	0.034497	0.300000
70	0.896371	0.054692	0.014969	0.033968	0.300000
80	0.913241	0.042652	0.010680	0.033427	0.300000
90	0.927133	0.033102	0.007328	0.032437	0.300000
0	0.539644	0.360571	0.059816	0.039969	0.400000
10	0.592140	0.302093	0.060777	0.044990	0.400000
20	0.645275	0.239182	0.060887	0.054656	0.400000
30	0.692824	0.188167	0.056048	0.062961	0.400000
40	0.733826	0.147549	0.049407	0.069218	0.400000
50	0.770265	0.114971	0.041140	0.073624	0.400000
60	0.801658	0.088808	0.033552	0.075982	0.400000
70	0.827076	0.068380	0.026638	0.077906	0.400000
80	0.847725	0.053169	0.020538	0.078568	0.400000
90	0.863949	0.041259	0.016074	0.078718	0.400000
0	0.449744	0.450216	0.049985	0.050055	0.500000
10	0.498415	0.376285	0.059427	0.065873	0.500000
20	0.548490	0.296975	0.066320	0.088215	0.500000
30	0.592320	0.231114	0.068167	0.108399	0.500000
40	0.631883	0.177597	0.065234	0.125286	0.500000
50	0.666774	0.134637	0.060364	0.138225	0.500000
60	0.697897	0.101431	0.054044	0.146628	0.500000
70	0.725363	0.075750	0.046852	0.152035	0.500000
80	0.747654	0.056273	0.040123	0.155950	0.500000
90	0.766589	0.042508	0.034007	0.156896	0.500000
0	0.360302	0.539425	0.040120	0.060153	0.600000
10	0.398981	0.452222	0.055944	0.092853	0.600000
20	0.441472	0.352174	0.069885	0.136469	0.600000
30	0.478769	0.265266	0.078274	0.177691	0.600000
40	0.511176	0.194675	0.082838	0.211311	0.600000
50	0.540059	0.141623	0.082628	0.235690	0.600000
60	0.565843	0.101930	0.079582	0.252645	0.600000
70	0.589238	0.073339	0.075377	0.262046	0.600000
80	0.609528	0.053033	0.069370	0.268069	0.600000
90	0.626559	0.038806	0.063676	0.270959	0.600000
0	0.270170	0.630381	0.029446	0.070003	0.700000
10	0.300220	0.523710	0.048366	0.127704	0.700000
20	0.330049	0.400085	0.066304	0.203562	0.700000
30	0.354441	0.288151	0.081435	0.275973	0.700000
40	0.371767	0.199193	0.092901	0.336139	0.700000
50	0.386449	0.134426	0.099827	0.379298	0.700000
60	0.399417	0.090321	0.104151	0.406111	0.700000
70	0.410424	0.060087	0.106119	0.423370	0.700000
80	0.421922	0.040681	0.106720	0.430677	0.700000
90	0.433181	0.028003	0.105392	0.433424	0.700000
0	0.180125	0.719299	0.020271	0.080305	0.800000
10	0.199440	0.594150	0.038622	0.167788	0.800000
20	0.216638	0.438372	0.058357	0.286633	0.800000
30	0.224766	0.295168	0.076724	0.403342	0.800000
40	0.228176	0.185209	0.093653	0.492962	0.800000
50	0.228492	0.111433	0.107525	0.552550	0.800000
60	0.227951	0.066551	0.119892	0.585606	0.800000
70	0.228985	0.039680	0.131362	0.599973	0.800000
80	0.231757	0.024371	0.140634	0.603238	0.800000
90	0.237151	0.015331	0.149342	0.598176	0.800000
0	0.089811	0.809806	0.010110	0.090273	0.900000
10	0.099369	0.661259	0.022316	0.217056	0.900000
20	0.106120	0.461600	0.037240	0.395040	0.900000
30	0.105701	0.278134	0.051787	0.564378	0.900000
40	0.099607	0.149220	0.066727	0.684446	0.900000
50	0.092874	0.074639	0.080240	0.752247	0.900000
60	0.085752	0.037170	0.094142	0.782936	0.900000
70	0.080101	0.018915	0.107833	0.793151	0.900000
80	0.075934	0.010019	0.122301	0.791746	0.900000
90	0.073753	0.005623	0.136952	0.783672	0.900000
