0.810213	0.090135	0.009991	0.865159	0.053633	0.006633
0.865159	0.053633	0.006633	0.899991	0.036368	0.005425
0.899991	0.036368	0.005425	0.925403	0.023971	0.004702
0.925403	0.023971	0.004702	0.943898	0.015485	0.004234
0.943898	0.015485	0.004234	0.957225	0.010108	0.003848
0.957225	0.010108	0.003848	0.967741	0.006172	0.003444
0.967741	0.006172	0.003444	0.975369	0.003855	0.003057
0.975369	0.003855	0.003057	0.980630	0.002419	0.002793
0.980630	0.002419	0.002793	0.984733	0.001474	0.002598
0.720429	0.079911	0.020145	0.778309	0.057251	0.015453
0.778309	0.057251	0.015453	0.823612	0.044285	0.014708
0.823612	0.044285	0.014708	0.860033	0.032679	0.014239
0.860033	0.032679	0.014239	0.890016	0.023720	0.013436
0.890016	0.023720	0.013436	0.912495	0.016996	0.013101
0.912495	0.016996	0.013101	0.930211	0.011679	0.012667
0.930211	0.011679	0.012667	0.944124	0.007911	0.012153
0.944124	0.007911	0.012153	0.954718	0.005389	0.011824
0.954718	0.005389	0.011824	0.963293	0.003628	0.011361
0.629323	0.070197	0.029977	0.686009	0.058737	0.028220
0.686009	0.058737	0.028220	0.738499	0.051614	0.030758
0.738499	0.051614	0.030758	0.783205	0.042934	0.032249
0.783205	0.042934	0.032249	0.819738	0.034601	0.033718
0.819738	0.034601	0.033718	0.850940	0.026893	0.034150
0.850940	0.026893	0.034150	0.875426	0.020432	0.034497
0.875426	0.020432	0.034497	0.896371	0.014969	0.033968
0.896371	0.014969	0.033968	0.913241	0.010680	0.033427
0.913241	0.010680	0.033427	0.927133	0.007328	0.032437
0.539644	0.059816	0.039969	0.592140	0.060777	0.044990
0.592140	0.060777	0.044990	0.645275	0.060887	0.054656
0.645275	0.060887	0.054656	0.692824	0.056048	0.062961
0.692824	0.056048	0.062961	0.733826	0.049407	0.069218
0.733826	0.049407	0.069218	0.770265	0.041140	0.073624
0.770265	0.041140	0.073624	0.801658	0.033552	0.075982
0.801658	0.033552	0.075982	0.827076	0.026638	0.077906
0.827076	0.026638	0.077906	0.847725	0.020538	0.078568
0.847725	0.020538	0.078568	0.863949	0.016074	0.078718
0.449744	0.049985	0.050055	0.498415	0.059427	0.065873
0.498415	0.059427	0.065873	0.548490	0.066320	0.088215
0.548490	0.066320	0.088215	0.592320	0.068167	0.108399
0.592320	0.068167	0.108399	0.631883	0.065234	0.125286
0.631883	0.065234	0.125286	0.666774	0.060364	0.138225
0.666774	0.060364	0.138225	0.697897	0.054044	0.146628
0.697897	0.054044	0.146628	0.725363	0.046852	0.152035
0.725363	0.046852	0.152035	0.747654	0.040123	0.155950
0.747654	0.040123	0.155950	0.766589	0.034007	0.156896
0.360302	0.040120	0.060153	0.398981	0.055944	0.092853
0.398981	0.055944	0.092853	0.441472	0.069885	0.136469
0.441472	0.069885	0.136469	0.478769	0.078274	0.177691
0.478769	0.078274	0.177691	0.511176	0.082838	0.211311
0.511176	0.082838	0.211311	0.540059	0.082628	0.235690
0.540059	0.082628	0.235690	0.565843	0.079582	0.252645
0.565843	0.079582	0.252645	0.589238	0.075377	0.262046
0.589238	0.075377	0.262046	0.609528	0.069370	0.268069
0.609528	0.069370	0.268069	0.626559	0.063676	0.270959
0.270170	0.029446	0.070003	0.300220	0.048366	0.127704
0.300220	0.048366	0.127704	0.330049	0.066304	0.203562
0.330049	0.066304	0.203562	0.354441	0.081435	0.275973
0.354441	0.081435	0.275973	0.371767	0.092901	0.336139
0.371767	0.092901	0.336139	0.386449	0.099827	0.379298
0.386449	0.099827	0.379298	0.399417	0.104151	0.406111
0.399417	0.104151	0.406111	0.410424	0.106119	0.423370
0.410424	0.106119	0.423370	0.421922	0.106720	0.430677
0.421922	0.106720	0.430677	0.433181	0.105392	0.433424
0.180125	0.020271	0.080305	0.199440	0.038622	0.167788
0.199440	0.038622	0.167788	0.216638	0.058357	0.286633
0.216638	0.058357	0.286633	0.224766	0.076724	0.403342
0.224766	0.076724	0.403342	0.228176	0.093653	0.492962
0.228176	0.093653	0.492962	0.228492	0.107525	0.552550
0.228492	0.107525	0.552550	0.227951	0.119892	0.585606
0.227951	0.119892	0.585606	0.228985	0.131362	0.599973
0.228985	0.131362	0.599973	0.231757	0.140634	0.603238
0.231757	0.140634	0.603238	0.237151	0.149342	0.598176
0.089811	0.010110	0.090273	0.099369	0.022316	0.217056
0.099369	0.022316	0.217056	0.106120	0.037240	0.395040
0.106120	0.037240	0.395040	0.105701	0.051787	0.564378
0.105701	0.051787	0.564378	0.099607	0.066727	0.684446
0.099607	0.066727	0.684446	0.092874	0.080240	0.752247
0.092874	0.080240	0.752247	0.085752	0.094142	0.782936
0.085752	0.094142	0.782936	0.080101	0.107833	0.793151
0.080101	0.107833	0.793151	0.075934	0.122301	0.791746
0.075934	0.122301	0.791746	0.073753	0.136952	0.783672
